Message,Word_Count,Text_Length,Count_A,Count_Exclamation,Avg_Word_Length,Punctuation_Count,Uppercase_Word_Count,Keyword_Presence,and,are,call,can,for,have,in,is,it,me,my,now,of,on,so,that,the,to,you,your,Label
Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,31,137,8,0,3.451612903,4,0,0,0.468676858,0,0,0,0,0,0.232853647,0.238755184,0.25485598,0,0,0,0,0,0,0.269278915,0.640139295,0.349107609,0,0,ham
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",22,116,5,0,4.318181818,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.833763981,0,0,0,0,0.552121022,0,0,spam
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",27,167,7,1,5.222222222,7,4,0,0,0,0.713881899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700266116,spam
K.:)do it at evening da:)urgent:),5,33,2,0,5.8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ham
Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,19,101,4,3,4.368421053,4,0,0,0,0,0,0,0.453966159,0,0.416872479,0,0,0,0.456494454,0,0,0,0,0,0,0,0.641673497,0,ham
Mm have some kanji dont eat anything heavy ok,9,45,5,0,4.111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,28,124,4,0,3.464285714,3,1,0,0.204326205,0,0,0.24767892,0,0,0.406063165,0,0.222216029,0.428271864,0,0,0,0,0,0,0.186051762,0.152198325,0.625035195,0.225329368,ham
Lol that's different. I don't go trying to find every real life photo you ever took.,16,84,2,0,4.3125,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732622206,0,0.474905334,0.487575253,0,ham
I dont thnk its a wrong calling between us,9,42,2,0,3.777777778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,18,78,4,0,3.388888889,3,2,0,0,0,0,0,0,0,0,0,0.636269336,0,0.63659246,0,0,0,0,0,0,0.435788218,0,0,ham
Aiyah e rain like quite big leh. If drizzling i can at least run home.,15,70,5,0,3.733333333,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,24,121,6,0,4.083333333,7,2,0,0,0,0,0,0,0.82837886,0,0,0,0.381852628,0,0,0.409850015,0,0,0,0,0,0,0,ham
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,16,81,6,0,4.125,7,0,0,0,0,0,0,0,0,0,0,0.881458657,0,0,0,0,0.472261194,0,0,0,0,0,0,ham
"Greetings me, ! Consider yourself excused.",6,42,0,1,6.166666667,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ham
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,45,245,15,0,4.466666667,6,3,0,0.30647325,0,0,0,0.331628892,0.348386471,0.609062836,0,0,0,0,0,0.344736466,0,0,0,0.279063022,0.228285527,0.234375918,0,ham
they released another Italian one today and it has a cosign option,12,66,8,0,4.583333333,0,0,0,0.676854594,0,0,0,0,0,0,0,0.736116742,0,0,0,0,0,0,0,0,0,0,0,ham
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",29,139,8,0,3.827586207,2,1,0,0.598643635,0.358169348,0,0,0.323890462,0,0,0,0,0,0,0,0,0,0,0,0,0.445917149,0.457813697,0,ham
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,24,149,7,2,5.25,4,2,0,0,0,0.557390627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738615599,0.3791605,0,spam
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,19,167,7,0,7.684210526,16,2,0,0,0,0.460988106,0,0.887406314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Dai what this da.. Can i send my resume to this id.,12,51,4,0,3.333333333,3,0,0,0,0,0,0.676760525,0,0,0,0,0,0,0.607493806,0,0,0,0,0,0,0.415868329,0,0,ham
"I know where the  &lt;#&gt;  is, I'll be there around 5",11,55,1,0,3.909090909,7,1,0,0,0,0,0,0,0,0,0.745618753,0,0,0,0,0,0,0,0,0.666372775,0,0,0,ham
Yup i've finished c ü there...,6,30,0,0,4.166666667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Remember to ask alex about his pizza,7,36,4,0,4.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
No da..today also i forgot..,5,28,3,0,4.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",62,306,16,1,3.951612903,15,4,0,0.340744273,0,0,0.20652068,0.553069374,0,0.338585298,0,0,0,0,0,0.191643115,0,0,0,0.310268928,0.126906648,0.521169478,0,ham
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,40,202,14,0,4.075,2,1,0,0.212996549,0,0,0.258188886,0,0,0,0.217011057,0.231645507,0.22322254,0,0,0.239589189,0,0,0.489509808,0.193946651,0.634626734,0,0,ham
"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",34,160,7,1,3.735294118,10,3,0,0.21407837,0,0,0.259500241,0,0,0,0.218113268,0.232822047,0.224356299,0.698820851,0,0.240806075,0,0,0,0,0.159462509,0.327433565,0.23608398,ham
Congrats kano..whr s the treat maga?,6,36,5,0,5.166666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ham
Who u talking about?,4,20,2,0,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Yup...,1,6,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Ok...,1,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",32,150,13,0,3.71875,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Yunny i'm walking in citylink now ü faster come down... Me very hungry...,13,73,2,0,4.692307692,7,0,0,0,0,0,0,0,0,0.534568283,0,0,0.563805277,0,0.629571569,0,0,0,0,0,0,0,0,ham
Er yep sure. Props?,4,19,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",31,153,13,0,3.967741935,7,0,0,0,0,0,0,0,0.383143551,0,0,0,0,0.733490714,0,0,0,0.406433553,0.387303703,0,0,0,0,ham
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,32,158,11,0,3.96875,5,4,1,0,0,0,0,0,0.467238708,0,0.418773704,0,0,0,0.481007178,0,0,0,0,0,0.612330523,0,0,spam
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,8,45,0,0,4.5,5,0,0,0,0,0,0,0,0,0.792471818,0,0,0,0,0,0,0,0,0,0,0,0.609908532,0,ham
Bognor it is! Should be splendid at this time of year.,11,54,2,1,4,2,0,0,0,0,0,0,0,0,0,0.54568052,0.582479264,0,0,0,0.60245388,0,0,0,0,0,0,0,ham
Yes.i'm in office da:),4,22,1,0,4.75,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Sorry, I'll call later",4,22,2,0,4.75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Joy's father is John. Then John is the NAME of Joy's father. Mandan,13,67,4,0,4.230769231,4,1,0,0,0,0,0,0,0,0,0.815299042,0,0,0,0,0.450061944,0,0,0,0.364323646,0,0,0,ham
Ok. I only ask abt e movie. U wan ktv oso?,11,42,3,0,2.909090909,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,33,179,9,0,4.454545455,4,0,0,0.249334559,0,0,0,0,0,0.24775476,0,0,0,0.271302808,0,0,0,0,0,0.227034677,0.185724108,0.190679011,0.824892701,ham
"Sorry, I'll call later",4,22,2,0,4.75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,20,80,5,0,3.05,6,1,0,0,0,0,0,0,0,0,0,0,0,0.825171343,0,0,0,0,0,0,0.564882514,0,0,ham
"Sorry, I'll call later",4,22,2,0,4.75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,18,99,0,0,4.555555556,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0.705246848,0,0,0,0,0.548743543,0.448895766,0,0,spam
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",29,163,5,0,4.655172414,15,10,0,0,0,0,0,0,0,0,0,0.686956393,0,0.343652629,0,0,0,0,0,0,0.235252184,0.483056875,0.348290468,ham
Do u noe how 2 send files between 2 computers?,10,46,0,0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",35,158,8,1,3.542857143,7,4,0,0.265278129,0.317432572,0,0,0.287052432,0,0,0,0,0,0.288651126,0,0,0,0,0,0,0.395200282,0.405743764,0.585093361,ham
jay says he'll put in  &lt;#&gt;,6,32,2,0,4.333333333,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Can you just come in for a sec? There's somebody here I want you to see,16,71,3,0,3.5,2,1,0,0,0,0,0.474656347,0.423715257,0,0.389093384,0,0,0,0,0,0,0,0,0,0,0.291675614,0.598914358,0,ham
So the sun is anti sleep medicine.,7,34,1,0,4,1,0,0,0,0,0,0,0,0,0,0.559058266,0,0,0,0,0,0,0.661674682,0,0.499640341,0,0,0,ham
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,17,104,8,0,5.176470588,2,0,0,0.281680125,0,0,0,0.304800721,0.640405285,0,0,0,0,0,0,0,0,0,0,0,0,0.646246005,0,ham
Yup ok...,2,9,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,20,95,4,0,3.8,4,0,0,0,0,0,0,0,0.548504831,0,0,0.524762829,0,0,0,0.54275821,0,0,0,0,0.359416123,0,0,ham
Ok enjoy . R u there in home.,8,29,0,0,2.75,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",29,155,10,0,4.379310345,5,0,0,0.30507924,0,0,0.369809132,0,0,0,0,0,0.319726133,0,0,0,0.355528384,0,0,0,0.227247158,0.69992954,0,ham
You do what all you like,6,24,2,0,3.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
That's y we haf to combine n c how lor...,10,41,2,0,3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83912287,0,0.543941917,0,0,ham
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,18,106,6,0,4.944444444,1,0,0,0.457750684,0,0,0,0,0,0,0.46637826,0,0,0,0,0,0,0,0.526002536,0.416810568,0,0.350065583,0,ham
Hmmm:)how many players selected?,4,32,2,0,7.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",22,112,8,1,4.136363636,3,0,0,0,0.607489136,0,0,0,0,0,0,0.552128019,0,0,0,0.571061818,0,0,0,0,0,0,0,ham
I dont. Can you send it to me. Plus how's mode.,11,47,1,0,3.363636364,4,1,0,0,0,0,0.548155222,0,0,0,0,0.491801551,0.473918933,0,0,0,0,0,0,0,0.336840563,0.345827076,0,ham
Aiyo please ü got time meh.,6,27,1,0,3.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Package all your programs well,5,30,4,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ham
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",54,289,14,0,4.37037037,19,4,0,0,0,0,0,0,0,0.360733363,0.739751869,0.394819045,0,0,0,0.408358341,0,0,0,0,0,0,0,ham
So are you guys asking that i get that slippers again or its gone with last year,17,80,8,0,3.764705882,0,0,0,0,0.404466703,0,0,0,0,0,0,0,0,0,0,0,0,0.407595587,0.776822085,0,0,0.258495594,0,ham
Company is very good.environment is terrific and food is really nice:),11,70,3,0,5.454545455,3,0,0,0.310948267,0,0,0,0,0,0,0.950426838,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",11,101,2,0,8.272727273,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,24,122,5,1,4.125,2,0,0,0.573271996,0,0,0,0,0,0.284819856,0,0.311732474,0,0.623781569,0,0.322422531,0,0,0,0,0,0,0,ham
Yup but not studying surfing lor. I'm in e lazy mode today.,12,59,2,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Please sen :)my kind advice :-)please come here and try:-),10,58,4,0,4.9,8,0,0,0.676668365,0,0,0,0,0,0,0,0,0,0.736287935,0,0,0,0,0,0,0,0,0,ham
I'm done. C ü there.,5,20,0,0,3.2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Oh fine, I'll be by tonight",6,27,0,0,3.666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Ü give me some time to walk there.,8,34,1,0,3.375,1,1,0,0,0,0,0,0,0,0,0,0,0.815092136,0,0,0,0,0,0,0,0.579331347,0,0,ham
I'll reach in ard 20 mins ok...,7,31,2,0,3.571428571,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",24,156,4,1,5.541666667,8,5,1,0,0,0,0,0,0.595165161,0,0,0,0,0,0,0,0,0,0,0,0.389991013,0.400395517,0.577381046,spam
Fuck babe ... What happened to you ? How come you never came back?,14,66,5,0,3.785714286,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437844248,0.899050841,0,ham
This message is brought to you by GMW Ltd. and is not connected to the,15,70,2,0,3.733333333,1,1,0,0.337377007,0,0,0,0,0,0,0.687471617,0,0,0,0,0,0,0,0,0.307202822,0.502610181,0.258009617,0,spam
"Some friends want me to drive em someplace, probably take a while",12,65,5,0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0.815092136,0,0,0,0,0,0,0,0.579331347,0,0,ham
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,22,95,4,0,3.363636364,7,2,0,0,0,0,0,0,0,0,0,0.720077106,0.693894057,0,0,0,0,0,0,0,0,0,0,ham
Are you still getting the goods.,6,32,0,0,4.5,1,0,0,0,0.709325811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539765895,0,0.453331746,0,ham
And maybe some pressies,4,23,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Yeah I am, so I'll leave maybe 7ish?",8,36,4,0,3.625,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
K..k..i'm also fine:)when will you complete the course?,8,55,1,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765754892,0,0.643132525,0,ham
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",29,140,8,0,3.862068966,11,0,0,0,0.243457548,0,0,0,0,0.404336295,0.414583957,0,0,0,0,0,0.237101785,0,0,0.74104215,0,0,0,ham
I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,31,144,6,0,3.677419355,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
You in your room? I need a few,8,30,1,0,2.875,1,1,0,0,0,0,0,0,0,0.595065538,0,0,0,0,0,0,0,0,0,0,0,0.457979123,0.660418147,ham
I dont want to hear anything,6,28,3,0,3.833333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,18,83,5,0,3.666666667,4,0,0,0.366761469,0,0,0,0.39686563,0,0,0.373674102,0,0.384369734,0.399075912,0,0,0.427410638,0,0,0,0,0.280481432,0,ham
Ultimately tor motive tui achieve korli.,6,40,2,0,5.833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
From 5 to 2 only my work timing.,8,32,0,0,3.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0.825171343,0,0,0,0,0,0,0.564882514,0,0,ham
… and don‘t worry we‘ll have finished by march … ish!,11,53,3,1,3.909090909,1,0,0,0.660498114,0,0,0,0,0.750827704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",24,116,8,0,3.875,1,0,0,0,0,0,0,0,0,0.3017259,0.309372963,0,0,0,0,0,0.353862616,0,0,0.829476401,0,0,0,ham
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",26,160,9,1,5.192307692,9,2,0,0,0,0.692784312,0,0,0,0,0,0,0,0,0.721144852,0,0,0,0,0,0,0,0,spam
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,30,153,4,1,4.133333333,2,2,1,0,0,0,0,0.350229831,0,0,0.329763546,0,0,0,0,0,0,0,0,0.589431123,0.482179952,0.247521975,0.356933309,spam
Now thats going to ruin your thesis!,7,36,1,1,4.285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660362121,0,0,0,0,0,0.420326246,0,0.622292308,ham
In sch but neva mind u eat 1st lor..,9,36,2,0,3.111111111,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Hey whats up? U sleeping all morning?,7,37,2,0,4.428571429,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Erm. I thought the contract ran out the4th of october.,10,54,2,0,4.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777255186,0,0,0,0.629185487,0,0,0,ham
I dunno until when... Lets go learn pilates...,8,46,2,0,4.875,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,25,133,2,0,4.36,2,3,0,0,0.383991406,0,0,0.3472412,0,0.31886804,0,0,0,0,0,0,0,0,0,0.584401305,0.478065345,0.245409785,0,spam
Yup i'm elaborating on the safety aspects and some other issues..,11,65,5,0,5,3,0,0,0.560138629,0,0,0,0,0,0,0,0,0,0,0,0,0.652765432,0,0,0.510041182,0,0,0,ham
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",27,130,2,4,3.851851852,6,7,1,0,0,0,0,0.52113559,0,0,0,0,0,0,0.563601834,0,0,0,0,0,0.35873748,0,0.531110243,spam
"Goodmorning, today i am late for 1hr.",7,37,3,0,4.428571429,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Hi happy birthday. Hi hi hi hi hi hi hi,10,39,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
I will be outside office take all from there,9,44,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
If you don't respond imma assume you're still asleep and imma start calling n shit,15,82,7,0,4.533333333,2,0,0,0.547226429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836984609,0,ham
"Aight, see you in a bit",6,23,1,0,3,1,0,0,0,0,0,0,0,0,0.792471818,0,0,0,0,0,0,0,0,0,0,0,0.609908532,0,ham
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),27,155,13,0,4.777777778,6,0,0,0.240701846,0,0.270605368,0,0.520917805,0,0,0.245238537,0.523553094,0,0.261909488,0,0,0,0.290252628,0.276591135,0,0,0.184077129,0,ham
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,25,153,4,2,5.16,9,1,0,0.577291773,0,0,0.349889048,0,0.328121041,0,0,0,0,0,0.337790027,0,0,0,0,0.52566019,0.215006296,0,0,spam
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,32,153,8,0,3.8125,6,3,0,0,0,0,0,0.306491071,0.321978408,0,0.288580737,0.61608318,0,0.308198026,0,0,0,0,0,0.25790975,0.421962486,0,0,ham
Still work going on:)it is very small house.,8,44,1,0,4.625,3,0,0,0,0,0,0,0,0,0,0.538560482,0.574879075,0,0,0,0,0.61600865,0,0,0,0,0,0,ham
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",25,117,5,0,3.72,12,0,0,0.485746684,0,0,0.588809516,0,0,0,0,0,0,0.528544619,0,0,0,0,0,0,0,0.371475569,0,ham
Tmr timin still da same wat cos i got lesson until 6...,12,55,3,0,3.666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",26,124,6,1,3.807692308,4,0,0,0,0,0,0.281865681,0,0.264329681,0,0,0.50577637,0,0,0,0,0,0,0.267199758,0.635196649,0.346412078,0,0,ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,26,136,4,1,4.269230769,5,2,0,0,0,0,0,0,0,0.800142536,0,0,0,0,0,0,0,0,0,0,0.599809905,0,0,spam
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,25,109,9,0,3.4,11,0,0,0,0.613586406,0,0,0,0,0.50952467,0,0,0,0,0,0,0,0,0,0.466912397,0.381954377,0,0,ham
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",13,65,3,0,4.076923077,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833763981,0,0,0,0,0.552121022,0,0,ham
Okie... Thanx...,2,16,1,0,7.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Gosh that , what a pain. Spose I better come then.",11,50,4,0,3.636363636,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ham
"As usual..iam fine, happy &amp; doing well..:)",7,46,4,0,5.714285714,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Okie,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
So when you gonna get rimac access,7,34,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844489515,0,0,0,0.535572086,0,ham
"""Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?""",18,97,10,1,4.444444444,5,0,0,0,0,0,0,0,0,0,0.596917428,0,0,0,0,0,0,0,0.673230525,0,0.436406055,0,0,ham
You call times job today ok umma and ask them to speed up,13,57,5,0,3.461538462,0,0,0,0.542039765,0,0.609379914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403754107,0.414525795,0,ham
"""HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!""",28,134,0,1,3.821428571,7,27,0,0,0,0.706913275,0,0,0,0,0,0,0,0,0,0.707300234,0,0,0,0,0,0,0,ham
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,15,56,0,0,2.8,2,14,0,0,0,0,0.635289709,0,0,0.5207705,0,0,0,0.570267544,0,0,0,0,0,0,0,0,0,ham
:-) yeah! Lol. Luckily i didn't have a starring role like you!,12,62,4,2,4.25,7,0,0,0,0,0,0,0,0.829714568,0,0,0,0,0,0,0,0,0,0,0,0,0.558187904,0,ham
Hello madam how are you ?,6,25,3,0,3.333333333,1,0,0,0,0.842614671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538516961,0,ham
"Awesome, text me when you're restocked",6,38,0,0,5.5,2,0,0,0,0,0,0,0,0,0,0,0,0.807795541,0,0,0,0,0,0,0,0,0.589462776,0,ham
"As usual..iam fine, happy &amp; doing well..:)",7,46,4,0,5.714285714,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
